,Date,Post ID,Post Type,Content Type,Sent by,Link,Post,Impressions,Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Likes,Comments,Saves,Weekday,Time,Post Link Clicks,year_month,Sentiment,Sentiment_Label
1762,2020-08-24 18:40:00,17964169459331296,Post,Carousel, ,https://www.instagram.com/p/CER-GlfJHEp/,"#Throwback to when we walked #Together4ALimb.

How far would you walk to get someone a prosthetic limb?

#ItCanBe",460.0,2441.0,5.3,6.23,13.0,149.0,2.0,1.0,Monday,18,7.0,2020-08,0.1,Positive
1763,2019-09-25 13:37:00,17854319725576411,Post,Photo, ,https://www.instagram.com/p/B21Z8gyFojl/,"The Final Four!! Who will have the top spot as the following teams battle today:

OAU Giants vs UAM Tillers

UNIBEN Royals vs ESUT Explorers

Catch the action on #HiFL2019 #HiFLStanbicIBTC",406.0,2441.0,3.44,4.55,13.0,107.0,3.0,1.0,Wednesday,13,7.0,2019-09,0.15,Positive
1764,2022-06-06 18:01:00,18023772679361192,Post,Video,Blessing Ubah,https://www.instagram.com/p/CeeK-Y8smcu/,"With these simple steps, you can apply for FX using the Super App.
Visit your app store today to download the Stanbic IBTC Mobile App.
#ITCANBE",394.0,2437.0,2.4,2.75,14.0,44.0,16.0,7.0,Monday,18,7.0,2022-06,0.16666666666666666,Positive
1765,2021-12-26 08:09:00,17899691663440776,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CX7-hNPMsCZ/,"May you experience the best of this season and much more!
#BoxingDay2021.
#ITCANBE",511.0,2437.0,2.15,2.3,19.0,50.0,4.0,2.0,Sunday,8,13.0,2021-12,0.8125,Positive
1766,2021-09-14 18:02:00,17889498500395936,Post,Video, ,https://www.instagram.com/p/CTz0YcSocFz/,"Charles Emelue, Executive Director, Operations Stanbic IBTC Pension Managers on NTA's ‘Good Morning Nigeria’ shedding light on steps taken by Pension Fund Administrators to educate Contributors on Pension matters.

#ITCANBE",402.0,2437.0,3.12,3.32,11.0,77.0,2.0,2.0,Tuesday,18,7.0,2021-09,0.55,Positive
1767,2020-10-09 12:01:00,17863957148120997,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CGHs7LJA1Df/,"Whether you are at home or on the move, you can access your stock portfolio via the Mobile App. 
Download the Mobile App via the link in our bio.

#LikeAHero
#APPyness
#ITCANBE",1251.0,2437.0,2.0,2.22,61.0,52.0,1.0,1.0,Friday,12,30.0,2020-10,0.0,Neutral
1768,2020-10-07 20:10:00,17973545815322425,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CGDbS71FNbc/,"For quick and easy payments with PayWithLink, share your unique payment link with customers.
Send an email to customercarenigeria@stanbicibtc.com to get onboarded. 

#ITCANBE",1753.0,2437.0,2.12,2.38,36.0,56.0,1.0,1.0,Wednesday,20,12.0,2020-10,0.38055555555555554,Positive
1769,2020-05-12 13:40:00,17866816966764966,Post,Photo,Aramide Salami,https://www.instagram.com/p/CAFpCmTFBoM/,"What is a Will and why is it important? Join Emi Agaba-Oloja on Blue Talks as she discusses wealth growth, wealth preservation and having a Will or Trust during this period.  To register, click link in bio",4989.0,2437.0,3.32,3.82,553.0,84.0,8.0,1.0,Tuesday,13,462.0,2020-05,0.2,Positive
1770,2021-12-17 16:49:00,17901624581315020,Post,Photo, ,https://www.instagram.com/p/CXlu-ivo-Yn/,"Here are some of the winners of N100,000 from the #Reward4Saving promo.

#ITCANBE",252.0,2434.0,2.31,2.51,6.0,59.0,1.0,1.0,Friday,16,1.0,2021-12,0.0,Neutral
1771,2021-04-14 15:50:00,17968580740385445,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CNpnx4sj2hw/,"It’s quite easier than you think 😁 
#ITCANBE",236.0,2434.0,2.9,3.16,6.0,57.0,16.0,4.0,Wednesday,15,2.0,2021-04,0.0,Neutral
1772,2022-04-03 13:29:00,17926257878088553,Post,Carousel, ,https://www.instagram.com/p/Cb45Fk8IRfi/,"Stay #cybersmart.
If you suspect that your account has been compromised, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com.
You can also block your account by dialing *909*36# from your phone or *909*29*phonenumber# from a third party’s phone number.
#ITCANBE",451.0,2431.0,1.96,2.39,11.0,36.0,20.0,2.0,Sunday,13,2.0,2022-04,0.0,Neutral
1773,2021-04-03 11:42:00,17905576957817536,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CNM2prDgcex/,"Sustainable Development Goal (SDG) 5 is focused on achieving gender equality and empowering all women and girls. 
To learn more about Blue Blossom Account, visit http://bit.ly/BlueBlossomAccount
#SDG5
#GenderEquality
#SustainabilitySaturday
#ITCANBE",472.0,2431.0,2.97,3.17,13.0,70.0,3.0,4.0,Saturday,11,3.0,2021-04,0.25,Positive
1774,2020-08-11 13:00:00,17866509670967421,Post,Photo,Aramide Salami,https://www.instagram.com/p/CDv4yWeFmjz/,"#DidYouKnow that only RSA holders who have completed the Data Recapture Exercise can withdraw from their RSA accounts? Click the link in our bio to update your pension details seamlessly.

#HappenToLife
#ItCanBe",245.0,2431.0,2.52,2.71,5.0,58.0,6.0,2.0,Tuesday,13,1.0,2020-08,0.05,Positive
1775,2019-11-10 10:23:00,17971216732289934,Post,Photo, ,https://www.instagram.com/p/B4rgQcTFbei/,credit: @edithokoye0096... #together4alimb @stanbicibtc CSR initiative. #StanbicIBTCChildren #FriendsofStanbicIBTC,375.0,2431.0,3.51,4.07,9.0,98.0,0.0,1.0,Sunday,10,2.0,2019-11,0.0,Neutral
1776,2019-09-28 13:00:00,17872878718459090,Post,Photo,Aramide Salami,https://www.instagram.com/p/B29D_rSD1mx/,"Share with us how *909# has bailed you out to stand a chance to win goodies.

Click the link in our bio for T&Cs.",646.0,2431.0,3.28,4.4,29.0,98.0,7.0,2.0,Saturday,13,21.0,2019-09,0.8,Positive
1777,2021-11-15 16:08:00,17928927616870767,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CWTQvtZMJaj/,"The news that the ship carrying Emeka’s containers sank, has made him go into days of mourning, calculating his loss. 😔 

But with us by your side, nothing ends in premium tears because we have got the best insurance deals for you. 😉 

Visit the link in our bio and click ‘Let’s help you get the best insurance deals’ to begin.

#ITCANBE",317.0,2427.0,2.28,2.35,8.0,48.0,3.0,6.0,Monday,16,2.0,2021-11,1.0,Positive
1778,2020-11-28 11:20:00,18080012197237298,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CIIX-jlgbuY/,"The Sustainable Development Goal (SDG) 7 is focused on ensuring access to affordable, reliable, sustainable and modern energy for all. 

#SDG7 
#AffordableandCleanEnergy 
#SustainabilitySaturday
#ITCANBE",194.0,2427.0,2.38,2.6,3.0,62.0,0.0,1.0,Saturday,11,1.0,2020-11,0.2,Positive
1779,2020-07-28 09:11:00,17960963551332550,Post,Photo, ,https://www.instagram.com/p/CDLber8pE_1/,Let’s spare you the stress of Lagos traffic. Download the Super App to enjoy quick and easy online transactions #LikeAHero #ItCanBe #APPyness,296.0,2427.0,2.96,3.17,12.0,61.0,12.0,4.0,Tuesday,9,7.0,2020-07,0.375,Positive
1780,2019-09-30 18:00:00,17989826551275776,Post,Photo,Aramide Salami,https://www.instagram.com/p/B3Cv7N_F7Dr/,Start investing today to ensure you live life on the sunny side up. Call 01 280 1266 or email assetmanagement@stanbicibtc.com #NeverStopInvesting,2313.0,2427.0,2.93,3.67,71.0,84.0,4.0,1.0,Monday,18,53.0,2019-09,0.13636363636363635,Positive
1781,2019-09-18 14:27:00,18052998922194681,Post,Photo, ,https://www.instagram.com/p/B2jeACzpV_P/,"What are you waiting for?

Send an email to assetmanagement@stanbicibtc.com with your name and phone number and we’ll contact you to discuss the opportunity. #WealthWednesday",699.0,2427.0,3.17,4.08,17.0,88.0,8.0,3.0,Wednesday,14,4.0,2019-09,0.0,Neutral
1782,2023-06-22 16:37:00,18222558238239528,Post,Video,Blessing Ubah,https://www.instagram.com/p/CtzETGhtWna/,"#Throwback to when the kids ‘blue’ us away with their energy and fun at the Blue Kids Children’s Day Party 🎉 🎈 🎊 
We can’t wait for next year’s edition 😉 
#ITCANBE
#BlueKids",417.0,2424.0,2.69,3.05,7.0,61.0,8.0,5.0,Thursday,16,2.0,2023-06,0.075,Positive
1783,2023-03-07 17:31:00,17956568765425793,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CpfpglGMNpm/,"'You have won the sum of N100,000 in the Reward4Saving February promo'
Will you be one of the new winners announced tomorrow at 2pm? 
Stay tuned to find out!😉
#Reward4Saving2
#ITCANBE",932.0,2424.0,2.55,2.76,25.0,53.0,13.0,1.0,Tuesday,17,10.0,2023-03,0.13636363636363635,Positive
1784,2023-03-07 16:57:00,18037437940435336,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CpfliGbMCsn/,"Dear female medical personnel, prepare to take your healthcare business to the next level.
Check out our 12-month repayment period on short-term loans at https://bit.ly/StanbicIBTCHealthcareSolutions. ​
#ITCANBE",391.0,2424.0,1.99,2.15,12.0,40.0,6.0,6.0,Tuesday,16,10.0,2023-03,0.0,Neutral
1785,2023-03-06 10:02:00,18038218756432478,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CpcRPg7uHOV/,"Please don’t wait for the perfect moment; take the moment and make it perfect
#ITCANBE",1145.0,2424.0,3.92,4.33,65.0,41.0,62.0,2.0,Monday,10,40.0,2023-03,1.0,Positive
1786,2022-03-08 10:57:00,18051698053312336,Post,Carousel, ,https://www.instagram.com/p/Ca1rDywoaGl/,"Bright young minds from Queens College and Yaba college of Technology Staff school are having fun with Pepper at #YLS 2022

#ITCANBE",232.0,2424.0,3.9,4.74,3.0,110.0,4.0,1.0,Tuesday,10,1.0,2022-03,0.3666666666666667,Positive
1787,2021-10-17 12:00:00,17912402540005937,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CVIJUOoMs70/,"Watch out for “helpers” at the ATM.
Be sure that no one is peering over your shoulders.
If you suspect that your account has been compromised, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com 

#ITCANBE",331.0,2424.0,2.25,2.43,9.0,50.0,9.0,0.0,Sunday,12,0.0,2021-10,0.5,Positive
1788,2021-01-20 14:00:00,17990147758318642,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CKRIbfqA7eK/,"1.7 million clients have made the right choice signing up with us, and you too can cross over and experience the ease of planning for your retirement.
Visit the link in our bio and click 'Make the right move with Stanbic IBTC Pension Managers', and we will contact you.

#WealthWednesday
#ITCANBE",427.0,2424.0,2.33,2.48,14.0,58.0,1.0,1.0,Wednesday,14,3.0,2021-01,0.19047619047619047,Positive
1789,2020-12-17 09:00:00,18056787004265008,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CI5DEGdgQ1g/,"Let us support your journey to financial success. Switch to Stanbic IBTC Pension Managers today. 

Visit the link in our bio, click 'Make the right move with Stanbic IBTC Pension Managers' and we will contact you.

#ITCANBE",564.0,2424.0,2.92,3.09,26.0,70.0,2.0,3.0,Thursday,9,8.0,2020-12,0.1952380952380952,Positive
1790,2020-11-10 10:04:00,17850513890377060,Post,Video,Blessing Ubah,https://www.instagram.com/p/CHZ4-CMsv7G/,"Keep an eye on your investments with the Super App. 
Click on the link in our bio to download the Super App.

#NeverStopInvesting
#ITCANBE",438.0,2424.0,2.65,2.85,11.0,47.0,19.0,3.0,Tuesday,10,5.0,2020-11,0.3333333333333333,Positive
1791,2019-08-16 18:00:00,18086976871071425,Post,Photo,Aramide Salami,https://www.instagram.com/p/B1O4JqHFG2V/,Your Stanbic IBTC card makes shopping fun and easy! Tell us about it! #TGIF,544.0,2424.0,4.31,5.69,20.0,105.0,30.0,3.0,Friday,18,8.0,2019-08,0.48854166666666676,Positive
1792,2022-04-21 19:00:00,17948679706843694,Post,Photo,Sophia Amuka,https://www.instagram.com/p/Ccn1PwiFKQh/,"The moment you've been waiting for. Your next big opportunity to join the Blue team in the Southeast is here if you have what it takes.
Visit https://bit.ly/RegionalTalentHunt or Scan the QR Code to come on board!
#ITCANBE",625.0,2421.0,2.4,2.52,38.0,46.0,14.0,1.0,Thursday,19,24.0,2022-04,0.0,Neutral
1793,2021-03-24 10:02:00,17903323360817562,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CMy7Rj1AFRQ/,"Get ready for another inspiring and awesome experience at this year’s edition of Youth Leadership Series as our speaker will be discussing how to win as an entrepreneur.

Visit here to register: https://linktr.ee/yls2021
#YLS2021
#ITCANBE",416.0,2421.0,2.21,2.27,9.0,51.0,1.0,3.0,Wednesday,10,1.0,2021-03,0.625,Positive
1794,2020-05-15 20:00:00,17888798470535716,Post,Photo,Aramide Salami,https://www.instagram.com/p/CAOC5kElnAa/,"With COVID-19 making headlines around the world, it’s normal to feel uncertain about many aspects of life right now, including your finances. However, this could give you the opportunity to manage your finances better. Here are a few tips for you! #FinanceTip",935.0,2421.0,2.27,2.56,71.0,57.0,2.0,3.0,Friday,20,36.0,2020-05,0.23714285714285716,Positive
1795,2020-01-25 17:00:00,17908921834394563,Post,Photo,Aramide Salami,https://www.instagram.com/p/B7v6EP1jl1X/,"With a Will, you are sure that your #legacee is preserved. To get started, contact us on 01 270 6800 or send an email to SITLAgency@stanbicibtc.com",277.0,2421.0,3.23,3.47,11.0,82.0,1.0,1.0,Saturday,17,4.0,2020-01,0.5,Positive
1796,2021-10-16 11:23:00,17851295051652678,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CVFgSCAsjeY/,"Net zero does not mean total elimination of carbon emissions, rather it means the offsetting of all emissions generated.

Here are some tidbits from our webinar - Working Towards Net Zero Emissions.

Watch the replay here - bit.ly/ZeroEmissionWebinarReplay

#WorkingtowardsNetZeroEmissions
#SustainabilitywithStanbicIBTC
#ITCANBE",216.0,2418.0,2.29,2.52,7.0,44.0,16.0,1.0,Saturday,11,1.0,2021-10,0.0390625,Positive
1797,2021-03-11 19:10:00,17913850549624895,Post,Photo, ,https://www.instagram.com/p/CMSbrx-LjJf/,"Congratulations Pick n Pay for this milestone!
Check out @picknpay_nigeria to see how you can win a shopping voucher of up to N50,000.
#ITCANBE",5333.0,2418.0,2.61,2.81,333.0,65.0,3.0,0.0,Thursday,19,222.0,2021-03,0.8,Positive
1798,2020-11-30 14:00:00,17866862111163809,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CINz5i_A6e-/,"We can get you the #BestInsuranceDeals for all that is important to you. 

Visit the link in our bio and click ‘Let’s help you get the best insurance deals’ to get started!

#ITCANBE",345.0,2418.0,2.75,2.89,7.0,57.0,10.0,3.0,Monday,14,1.0,2020-11,0.7,Positive
1799,2020-09-25 15:00:00,17891610556632989,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CFj-TgdDcnE/,"With zero opening balance, Mobile Banking, ATM and USSD, the BluEdge savings account is just right for you! 

Please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com to get started.

#ItCanBe",746.0,2418.0,3.18,3.47,10.0,78.0,3.0,3.0,Friday,15,1.0,2020-09,0.3571428571428571,Positive
1800,2020-05-31 13:00:00,17862896575872694,Post,Photo,Aramide Salami,https://www.instagram.com/p/CA2fjI0n5kK/,Never run out of data. Buy data easily by dialing *909*8#.,272.0,2418.0,3.03,3.39,12.0,80.0,0.0,2.0,Sunday,13,2.0,2020-05,0.43333333333333335,Positive
1801,2020-04-25 11:07:00,17915316364416861,Post,Carousel, ,https://www.instagram.com/p/B_ZmFgoJi55/,"We are in the middle of a global health crisis. Now more than ever, it's time to ensure we take effort in protecting ourselves and community against existing diseases like malaria and emerging ones like #COVID19, and secure #HealthForAll. #WorldMalariaDay #endmalaria",558.0,2418.0,4.22,5.42,22.0,124.0,3.0,4.0,Saturday,11,11.0,2020-04,0.225,Positive
1802,2019-09-26 15:52:00,17976121297287587,Post,Video, ,https://www.instagram.com/p/B24I2e1Fmyw/,Like if you ever used this lantern. Comment and share your experience with us. #ThrowbackThursday #Tbt,306.0,2418.0,4.82,6.41,4.0,130.0,21.0,4.0,Thursday,15,2.0,2019-09,0.0,Neutral
1803,2019-09-13 10:51:00,18090136354078378,Post,Photo,Aramide Salami,https://www.instagram.com/p/B2WNU5hFtp_/,Now is the best time to #HappenToLife and prepare for your future. Call 01 271 6000 or pensionsolution@stanbicibtc.com for more details.,3916.0,2418.0,4.14,5.54,698.0,130.0,2.0,2.0,Friday,10,633.0,2019-09,0.5,Positive
1804,2022-10-27 14:11:00,17998403392493869,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CkN-Zslsb80/,"New to the stock market?​ Let’s show you how to get started.​
Send an email to StartWithZero@stanbicibtc.com today.​
#ITCANBE",2249.0,2414.0,2.02,2.11,209.0,42.0,6.0,3.0,Thursday,14,46.0,2022-10,0.13636363636363635,Positive
1805,2020-11-14 11:58:00,18158148283079214,Post,Photo, ,https://www.instagram.com/p/CHkZM4GpK8V/,"#Repost @jolaoyeyemi
• • • • • •
Lagos, Nigeria

Today I walked for the sake of children living with limb loss
#Together4ALimb #stanbicibtc",355.0,2414.0,1.77,1.91,16.0,44.0,1.0,1.0,Saturday,11,7.0,2020-11,0.0,Neutral
1806,2023-04-11 14:00:00,18213980887214590,Post,Photo,Blessing Ubah,https://www.instagram.com/p/Cq5ZMiBs3lB/,"We are excited to be a part of the 2023 Easter Cup Finals at Lagos Polo Club, which was an absolute spectacle! 🥳
The Easter Bunnies emerged as champions after a grueling competition with Easter Tulips and Easter Palms.
#LagosPoloClub 
#ITCANBE",514.0,2411.0,3.83,4.11,23.0,86.0,10.0,3.0,Tuesday,14,10.0,2023-04,0.3125,Positive
1807,2022-06-12 18:15:00,17940656762118848,Post,Photo,Blessing Ubah,https://www.instagram.com/p/Cetpa0ZMc_z/,"Applying for your pension benefits is easy!​
Follow these steps to apply now.​
#ITCANBE",642.0,2411.0,1.01,1.08,18.0,22.0,3.0,1.0,Sunday,18,7.0,2022-06,0.0,Neutral
1808,2022-04-18 12:05:00,17925012374138197,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CcfXWtuMc39/,"Ever imagined what your dream home would look like? 
Let Stanbic IBTC make your dream come true with our Home Loan. 
Visit this link https://bit.ly/StanbicIBTCHomeLoan to get started.
#ITCANBE",293.0,2411.0,2.45,2.53,9.0,34.0,17.0,10.0,Monday,12,2.0,2022-04,0.35,Positive
1809,2020-11-14 09:18:00,18142757665105264,Post,Photo, ,https://www.instagram.com/p/CHkG4OsJF8E/,"The journey so far, and we’re just getting started. 

Today, we walk virtually to raise awareness for children living with limb loss. 

#Together4ALimb
#ITCANBE",281.0,2411.0,2.65,2.86,3.0,68.0,0.0,1.0,Saturday,9,2.0,2020-11,0.1,Positive
1810,2020-06-02 18:00:00,18015459934280603,Post,Photo,Aramide Salami,https://www.instagram.com/p/CA8Ld33lnwR/,"Whatever your insurance needs are, we can get you the #BestInsuranceDeals. 
Call 01 277 0394 or email insurancesolution@stanbicibtc.com to know more.",452.0,2411.0,5.34,5.93,19.0,86.0,54.0,3.0,Tuesday,18,5.0,2020-06,0.5,Positive
1811,2023-02-04 18:46:00,18021091291485559,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CoP9XSHtGWU/,"'Hello, you have been credited with the sum of N100,000’ 💃🏾 🏃🏾 
Could it be you?​
Find out in the #Reward4Saving live draw happening in two days​
Don’t miss it.​
#ITCANBE",503.0,2408.0,2.75,2.99,40.0,46.0,24.0,2.0,Saturday,18,33.0,2023-02,0.13636363636363635,Positive
1812,2022-08-20 18:33:00,17962835164756776,Post,Video,Blessing Ubah,https://www.instagram.com/p/ChfWX1RsaTF/,"“We need to improve on our drive for export as a country and Stanbic IBTC has the resources to provide support for existing and intending exporters.”
- Seun Ogundolapo, Head, Trade Finance Products

Participate in the virtual exhibition by downloading the Stanbic IBTC Events App here-https://events.stanbicibtc.com/registration/

#AfricaChinaTradeExpo​​
#GoForGrowth​​
#ITCANBE",196.0,2408.0,2.91,3.28,3.0,52.0,24.0,3.0,Saturday,18,1.0,2022-08,0.0,Neutral
1813,2022-06-10 18:20:00,17992385911487313,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CeogZq1Firt/,"It’s the start of the weekend! 💃 
This should be easy 😉 
Leggo!
#ITCANBE",224.0,2408.0,2.18,2.37,13.0,44.0,11.0,2.0,Friday,18,8.0,2022-06,0.5416666666666667,Positive
1814,2022-05-22 17:48:00,17929823780124819,Post,Photo,Blessing Ubah,https://www.instagram.com/p/Cd3hopvuv8O/,"We doubt sha! 😁 
Let us know in the comments.
#ITCANBE",3813.0,2408.0,2.19,2.41,254.0,43.0,15.0,0.0,Sunday,17,150.0,2022-05,0.0,Neutral
1815,2021-01-19 16:14:00,17861578607365783,Post,Photo, ,https://www.instagram.com/p/CKOy_HprA0N/,"Make school fees payments seamlessly with the Stanbic IBTC internet banking and get your kids #Back2School with ease. 

Visit http://bit.ly/StanbicIBTCInternetBanking to get started.

#ITCANBE",666.0,2408.0,3.01,3.24,29.0,52.0,25.0,1.0,Tuesday,16,14.0,2021-01,0.1,Positive
1816,2020-09-22 16:00:00,17847410291337021,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CFcWx77lH9n/,"Let us help you manage your business cashflow and #StayInBusiness with our Enterprise Online Banking service. 
Call 07003333333 for more details.
 #ItCanBe",298.0,2408.0,2.9,3.07,8.0,71.0,3.0,0.0,Tuesday,16,1.0,2020-09,0.5,Positive
1817,2019-11-21 15:02:00,17852948389671441,Post,Photo,Aramide Salami,https://www.instagram.com/p/B5IU9oSjeM-/,"Our Group CE, @yinkasanni being presented with a plaque of appreciation from President of the Society  for Corporate Governance Nigeria, Mr Pascal Dozie, after the plenary session at the Annual Corporate Governance Conference 2019.",545.0,2408.0,4.51,5.11,20.0,122.0,0.0,1.0,Thursday,15,4.0,2019-11,0.0,Neutral
1818,2022-02-17 12:11:00,18183154555160265,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CaE4WHRuXVP/,"This shouldn’t be hard 😃 😉 
Leave your answer in the comments below 👇🏽 

#ITCANBE",351.0,2405.0,2.4,2.7,19.0,40.0,25.0,0.0,Thursday,12,9.0,2022-02,-0.2916666666666667,Negative
1819,2021-03-02 14:04:00,17994209821321942,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CL6tdygrXTC/,"Not sure about that transaction on your account?
Here’s an easy way to generate a transaction receipt on the Super App
#LikeAHero
#ITCANBE",,2405.0,3.12,3.24,,68.0,5.0,5.0,Tuesday,14,,2021-03,0.1722222222222222,Positive
1820,2020-12-10 12:00:00,17879183737977057,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CInWL-WA18C/,"How does the transfer window benefit me and what is it all about? 

Get answers to these questions and more when you join our #BlueTalks Twitter chat today with John Okhueleigbe by 2pm.

#ITCANBE",390.0,2405.0,2.22,2.41,26.0,46.0,10.0,2.0,Thursday,12,9.0,2020-12,0.5,Positive
1821,2020-11-20 12:23:00,17870376092097051,Post,Carousel, ,https://www.instagram.com/p/CHz41vipU_8/,"Planning a trip any time soon?

 if yes, then you are in luck as we have a deal for you. Get amazing discounts when you use the code IBTC821037 and make payments with your Stanbic IBTC card. 

Visit the link in our bio and click on ""Wakanow Discounts"" to see offers available.

This offer ends 30 November 2020.

#ITCANBE",405.0,2405.0,3.22,3.78,9.0,89.0,1.0,1.0,Friday,12,2.0,2020-11,0.3666666666666667,Positive
1822,2020-09-20 14:00:00,17873511682904553,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CFW_crMF7l_/,"With the current financial climate caused by the pandemic, It would cost you more to buy the snacks daily for your children to take to school. 
It is more cost effective to buy snacks in bulk like in a dozen or more as this will help you save money.

#ItCanBe",485.0,2405.0,2.99,3.2,26.0,74.0,1.0,2.0,Sunday,14,13.0,2020-09,0.3,Positive
1823,2020-03-11 20:51:00,17938024264338490,Post,Photo, ,https://www.instagram.com/p/B9mxJA7pbc6/,"Projects that impact the economy are a big deal to us. That’s why we get involved from start to finish.
Talk to us on 01 422 8855 or email ibenquiries@stanbicibtc.com for more details.",328.0,2405.0,3.11,3.49,31.0,80.0,0.0,4.0,Wednesday,20,12.0,2020-03,0.25,Positive
1824,2019-11-05 18:00:00,17842001320790972,Post,Photo,Aramide Salami,https://www.instagram.com/p/B4fcitclPI4/,"With just N5,000 you can invest for a rewarding future. 
Call 01 280 1266 or send an email to assetmanagement@stanbicibtc.com to invest in mutual funds now! #NeverStopInvesting",186.0,2405.0,3.69,4.62,6.0,87.0,13.0,11.0,Tuesday,18,0.0,2019-11,0.25,Positive
1825,2023-01-28 09:04:00,17968216214139341,Post,Photo,Blessing Ubah,https://www.instagram.com/p/Cn85Qo-ssIw/,"Not able to make deposits during week? We are open for you this weekend. Walk into any of our branches today and tomorrow to deposit your old N200, N500, N1000 notes.
#ITCANBE",216.0,2401.0,2.51,2.71,4.0,52.0,8.0,5.0,Saturday,9,0.0,2023-01,-0.049999999999999996,Negative
1826,2022-08-22 18:02:00,17961275089795675,Post,Photo,Blessing Ubah,https://www.instagram.com/p/ChkcXtVFi42/,"Just picture it and we take it from there!
Switch to Stanbic IBTC Pension Managers and let’s make that dream a reality. 
Visit https://bit.ly/GoForAnExtraordinaryFuture to get started.
#ITCANBE
#GoForAnExtraordinaryFuture",524.0,2401.0,1.53,1.67,40.0,31.0,5.0,4.0,Monday,18,32.0,2022-08,0.0,Neutral
1827,2022-03-01 11:24:00,17940900709785863,Post,Video, ,https://www.instagram.com/tv/CajrKY9o-l-/,"Welcome address by our digitisation ambassador- Pepper the Robot 🤖 

#StanbicIBTCAfricaNXT
#ITCANBE",339.0,2401.0,2.28,2.37,10.0,54.0,2.0,1.0,Tuesday,11,2.0,2022-03,0.8,Positive
1828,2021-04-19 16:12:00,17916603028652967,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CN2iRjcD1SW/,"Receive US dollars from family and friends in any part of the world and enjoy instant N5 cashback on every dollar. Fund’s transfer can be in the form of cash pickup, withdrawal over the counter or direct transfer into your domiciliary account from money transfer agents (IMTOs)
 
Download the Stanbic IBTC mobile app to locate our nearest branches to you or visit any Stanbic IBTC Bank near you to get started.
Valid till 8 May 2021.
Terms and Conditions apply.
#ITCANBE",525.0,2401.0,2.76,2.87,15.0,61.0,6.0,2.0,Monday,16,3.0,2021-04,0.15,Positive
1829,2021-03-28 10:31:00,17920255447605763,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CM9Rwa2ggw-/,"Are you looking to send a parcel to a loved one or receive a delivery? 
Why not use Kwik deliveries and enjoy incredible discounts when you pay with your Stanbic IBTC Mastercard.
#ITCANBE",625.0,2401.0,1.99,2.12,35.0,48.0,2.0,1.0,Sunday,10,25.0,2021-03,0.6666666666666666,Positive
1830,2019-11-21 20:00:00,17913453859369884,Post,Photo,Aramide Salami,https://www.instagram.com/p/B5I2_YvABAx/,Still unsure about getting a Will? Here are some reasons why you should. Call 01 270 6800 or email sitlagency@stanbicibtc.com now to get started.,,2401.0,2.9,3.29,,73.0,0.0,6.0,Thursday,20,,2019-11,0.0,Neutral
1831,2022-07-07 20:00:00,17902795070623795,Post,Photo,Sophia Amuka,https://www.instagram.com/p/CfuNUc3lro8/,"What do you know about mother earth? 
Here are few exciting facts for you. 
🌍 😁 
#ITCANBE",356.0,2398.0,2.04,2.17,11.0,35.0,16.0,1.0,Thursday,20,4.0,2022-07,0.04999999999999999,Positive
1832,2021-12-30 17:59:00,17947113535644187,Post,Carousel, ,https://www.instagram.com/p/CYHVTOPu6Y0/,"We made impact at LEA Primary School, Gwagwalada, Abuja by upgrading the school’s library. 

#ITCANBE",691.0,2398.0,2.61,3.38,41.0,70.0,10.0,1.0,Thursday,17,13.0,2021-12,0.4,Positive
