,Date,Post ID,Post Type,Content Type,Sent by,Link,Post,Impressions,Engagement Rate (per Impression),Engagements,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Weekday,Time,year_month,Sentiment,Sentiment_Label
2413,2021-11-21 14:40:00,6868181198154293248,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6868181198640832513,"Join our CE, Dr. Demola Sogunle as he speaks at the Rotary Club of Ikeja District 9110 webinar on solving the infrastructural deficit in Nigeria.",455.0,2.42,11.0,7.0,0.0,0.0,0.88,4.0,Sunday,14,2021-11,0.0,Neutral
2414,2021-11-21 13:05:00,6868157358237876224,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6868157358695051264,"
Are you an SME owner looking for how to grow your business? 

Stanbic IBTC is in partnership with Fate Foundation to bring you the opportunity to learn how to update and upgrade your skillset and improve your business knowledge, all for free. 

Visit https://lnkd.in/dEnpaFU  to register today. 

#ITCANBE",391.0,2.81,11.0,4.0,0.0,0.0,1.79,7.0,Sunday,13,2021-11,0.4,Positive
2415,2021-11-21 12:00:00,6868140946828087296,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6868140947528531969,"Protect your family and loved ones' future with Life Insurance in the event of the unexpected.
Visit www.linktr.ee/StanbicIBTC and click ‘Stanbic IBTC Insurance Products’ to begin.
#ITCANBE

",484.0,3.93,19.0,9.0,0.0,0.0,2.07,10.0,Sunday,12,2021-11,0.26666666666666666,Positive
2416,2021-11-21 08:13:00,6868083801935900672,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6868083802447585280,"Thank you for walking with us and for the children living with limb loss.

See you next year! 😉 

#ITCANBE
#Together4ALimb
#VirtualT4AL2020
",497.0,3.62,18.0,15.0,0.0,0.0,0.6,3.0,Sunday,8,2021-11,0.0,Neutral
2417,2021-11-20 18:39:00,6867878955026849792,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867878955530153984,"With Invest Beta, we can help you with the best approach on your investment journey.

Visit https://lnkd.in/gwCSr8y to begin.

#NeverStopInvesting
#ITCANBE
",370.0,2.7,10.0,6.0,0.0,0.0,1.08,4.0,Saturday,18,2021-11,1.0,Positive
2418,2021-11-20 15:00:00,6867823865020657665,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867823865653989376,"The Nigerian climate has been irregular over the years, alternating between periods of extreme dry or rainy seasons.

Learn more with some tidbits from our webinar -  Working Towards Net Zero Emissions.

Watch the replay here - https://lnkd.in/dS-zU4ER 

#WorkingtowardsNetZeroEmissions
#SustainabilitywithStanbicIBTC
#ITCANBE
",374.0,3.48,13.0,5.0,1.0,0.0,1.87,7.0,Saturday,15,2021-11,0.07708333333333334,Positive
2419,2021-11-20 12:07:00,6867780427499810816,Post,Text, ,https://linkedin.com/feed/update/urn:li:activity:6867780427776610304,,2269.0,4.72,107.0,24.0,0.0,0.0,3.66,83.0,Saturday,12,2021-11,0.0,Neutral
2420,2021-11-20 12:06:00,6867780142559768577,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6867780142962409472,"Our CE, Dr. Demola Sogunle  and his family walking #Together4ALimb to raise awareness for children without limbs.
#VirtualT4AL2021
#DemolaSogunle
#ITCANBE",10837.0,6.98,756.0,235.0,4.0,0.0,4.77,517.0,Saturday,12,2021-11,0.0,Neutral
2421,2021-11-20 08:20:00,6867723304090812416,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6867723304631881728,"Chief Executive Stanbic IBTC Trustees, Charles Omoera out here walking #Together4ALimb to raise awareness for children living with limb loss. 

#VirtualT4AL2020
#ITCANBE",764.0,7.98,61.0,13.0,0.0,0.0,6.28,48.0,Saturday,8,2021-11,0.0,Neutral
2422,2021-11-20 08:05:00,6867719578676449280,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6867719579334950912,"Have you started walking? 👟👟
Share your pictures using the hashtag!
Visit https://lnkd.in/gYfT425e to start walking with our #VirtualT4AL2021 web app.

#Together4ALimb 
#ITCANBE",7308.0,25.63,1873.0,85.0,0.0,0.0,24.47,1788.0,Saturday,8,2021-11,0.0,Neutral
2423,2021-11-20 08:04:00,6867719211381268481,Post,Video, ,https://linkedin.com/feed/update/urn:li:ugcPost:6867719211381268481,"Walk with us! Wondering how you can join us in changing the life of a child through our #VirtualT4AL2021?
Visit https://lnkd.in/dW3s6ZS to join the #VirtualT4AL2021 and support the cause. Remember to share your pictures and tag us.

#ITCANBE

",316.0,2.53,8.0,7.0,0.0,0.0,0.32,1.0,Saturday,8,2021-11,0.0,Neutral
2424,2021-11-20 08:03:00,6867719073753567232,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6867719074193973248,"Walk with us! 
Wondering how you can join us in changing the life of a child through our #VirtualT4AL2021?

Visit https://lnkd.in/dW3s6ZS to join the #VirtualT4AL2021 and support the cause. Remember to share your pictures and tag us.

#ITCANBE

",327.0,2.75,9.0,6.0,0.0,0.0,0.92,3.0,Saturday,8,2021-11,0.0,Neutral
2425,2021-11-19 16:10:00,6867479078698545152,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867479079159898112,"Flashback to our participation at the 2021 Nigeria Fintech Week where Wole Adeniyi, Chief Executive, Stanbic IBTC Bank had given a keynote presentation and showcased our Digitisation Ambassador – Pepper.

#NFW2021
#ITCANBE
",1320.0,10.91,144.0,14.0,1.0,0.0,9.77,129.0,Friday,16,2021-11,0.0,Neutral
2426,2021-11-19 15:15:00,6867465229324820480,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867465230448902144,"Don’t wait till later to plan for your child’s educational future.

Now is the time to start planning towards it with our Education Trust calculator. 

Click to try it out via this link -  https://lnkd.in/dr4XTXg9

#ITCANBE",484.0,2.69,13.0,6.0,0.0,0.0,1.45,7.0,Friday,15,2021-11,0.08333333333333333,Positive
2427,2021-11-19 10:39:00,6867395796396982272,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6867395796862562304,"What will you be doing tomorrow? 

We will be walking virtually #Together4ALimb to raise awareness for children living with limb loss.

Remember every child deserves happiness and the access to quality education, and this is what we have been able to achieve in the life of Kabiru and others like him.

You can join us via livestream tomorrow by 7am and watch as we also take our virtual walk. 

To register, click https://lnkd.in/dRq4gYrG

#ITCANBE
",524.0,4.39,23.0,6.0,0.0,1.0,3.05,16.0,Friday,10,2021-11,0.6,Positive
2428,2021-11-19 10:01:00,6867386212060037120,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867386212676579328,"What will you be doing tomorrow? 

We will be walking virtually #Together4ALimb to raise awareness for children living with limb loss.

Remember every child deserves happiness and the access to quality education, and this is what we have been able to achieve in the life of Kabiru.

Join us as we walk virtually via our #Together4ALimb web app https://lnkd.in/dW3s6ZS and stand a chance to win a surprise from us.

#ITCANBE
",0.0,0.0,,,,,,0.0,Friday,10,2021-11,0.6666666666666666,Positive
2429,2021-11-19 09:45:00,6867382188657152000,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867382189080772608,"To every man out there, we appreciate all you do and the sacrifices you make for the people around you and for humanity. 
Today we celebrate the men in our lives. 
Happy #InternationalMensDay

#ITCANBE
",1044.0,3.35,35.0,23.0,0.0,1.0,1.05,11.0,Friday,9,2021-11,0.8,Positive
2430,2021-11-18 20:03:00,6867175476520079360,Post,Video, ,https://linkedin.com/feed/update/urn:li:ugcPost:6867175476520079360,"We hope you have your walking boots 👟👟 ready?

Now is the time to walk for a cause that counts. Join us as we raise awareness for children with limb loss. 

Sign up here - https://lnkd.in/gYfT425e and start taking steps that matter.

#Together4ALimb
#VirtualT4AL2021
#ITCANBE",3829.0,4.15,159.0,62.0,2.0,0.0,2.48,95.0,Thursday,20,2021-11,0.2,Positive
2431,2021-11-18 17:19:00,6867134060020436992,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867134060620214272,"We had a Vessel Closing Meeting in London, United Kingdom on 5 November 2021 for the “MT Simon” vessel acquired by Sea Transport Services Limited. The venture was financed by Stanbic IBTC Bank Plc.

#ITCANBE",3980.0,21.88,871.0,46.0,1.0,0.0,20.7,824.0,Thursday,17,2021-11,-0.07142857142857142,Negative
2432,2021-11-18 17:16:00,6867133297009430529,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867133297605021696,"Throwback to our sponsored panel session at Art-X Lagos titled, Beyond Collecting: Building an Ecosystem.

L-R_ Layo Ilori-Olaogun, Head of Client Experience, Stanbic IBTC Pension Managers, Hakeem Adedeji, Founder, K-Air Residency, Kavita Chellaram, Founder, Art House Contemporary Auction House and kó Gallery, Prince Yemisi Shyllon, Founder, Omooba Yemisi Adedoyin Shyllon Art Foundation (OYASAF), Tokini Peterside, Founder/CEO Art-X Collective and Marwan Zakhem, Founder, Gallery 1957. 

#ArtXLagos 
#ITCANBE 
",429.0,3.5,15.0,7.0,0.0,0.0,1.86,8.0,Thursday,17,2021-11,0.16666666666666666,Positive
2433,2021-11-18 16:30:00,6867121782130786305,Post,Video,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6867121782130786305,"Come over to the blue side  💙 of life and enjoy the many benefits of making us your PFA of choice.

Click www.linktr.ee/StanbicIBTC and click ‘Make the right move to Stanbic IBTC Pension Managers’ to begin.

#ITCANBE",205.0,0.98,2.0,2.0,0.0,0.0,0.0,0.0,Thursday,16,2021-11,0.29642857142857143,Positive
2434,2021-11-18 15:40:00,6867109184928813057,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867109185390174208,"Stanbic IBTC Capital is delighted to have acted as the Joint Issuing House to Ardova PLC's ₦25.3 billion Series 1 7-year 13.30% Tranche A and 10-year 13.65% Tranche B Fixed Rate Senior Unsecured Bond issuance under the ₦60 billion debt issuance programme.

#ITCANBE",0.0,0.0,,,,,,0.0,Thursday,15,2021-11,0.39999999999999997,Positive
2435,2021-11-18 14:02:00,6867084709499826176,Post,Video, ,https://linkedin.com/feed/update/urn:li:ugcPost:6867084709499826176,"60 more winners from across the country were rewarded with N100,000 each at the October draw of the Reward4Saving Promo!

To qualify, just deposit N5000 in a Stanbic IBTC savings account or @easewallet for a minimum of 30 days.

You could be next.

#Reward4Saving
#ITCANBE",412.0,0.97,4.0,3.0,0.0,0.0,0.24,1.0,Thursday,14,2021-11,0.3125,Positive
2436,2021-11-18 12:56:00,6867067932132818944,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867067932690669568,"If your family’s lifestyle and financial well-being depend on you, then ensure it is taken care of even when you are unable to provide for them. 

Join the conversation as we talk about everything life insurance. 

#ITCANBE 
",228.0,3.51,8.0,6.0,0.0,0.0,0.88,2.0,Thursday,12,2021-11,-0.25,Negative
2437,2021-11-18 12:21:00,6867059160698130433,Post,Photo,Aramide Salami,https://linkedin.com/feed/update/urn:li:activity:6867059161272741888,"Introducing the eNaira, a new seamless way to make payments.
You can now manage your wallet directly on the Stanbic IBTC Mobile App. Download now on Google Play Store or App Store.",212.0,3.3,7.0,6.0,0.0,0.0,0.47,1.0,Thursday,12,2021-11,0.11212121212121212,Positive
2438,2021-11-18 10:30:00,6867031123281633280,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867031123843678208,"
“Africa is our home; we drive her growth. One of the ways we can drive her growth is for Africans to buy made in Africa products. The Africa Continental Free Trade Area (AfCFTA) agreement is here to drive that agenda.” 

Bolatito Ajibode, Head, Conglomerates and Industrials, Stanbic IBTC Bank expressed these views at the Nigeria-South Africa Chamber of Commerce (NSACC) September webinar. 

Here are the highlights

Click here to watch the replay of the webinar: https://lnkd.in/d6-6pJGd

#NSACC
#AfCFTA
#ITCANBE

",312.0,3.21,10.0,4.0,0.0,0.0,1.92,6.0,Thursday,10,2021-11,0.4,Positive
2439,2021-11-18 09:20:00,6867013506026237952,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6867013506529538048,"Two more days to go! 

With our help, Kausar can regain her confidence to interact with peers as equals and continue his education. 

Join us as we walk #VirtualT4AL2021 for all the children with limb loss.

Start walking virtually via our #Together4ALimb web app https://lnkd.in/dW3s6ZS to stand a chance to win a surprise from us.

#ITCANBE
T&Cs apply


",552.0,4.89,27.0,6.0,0.0,0.0,3.8,21.0,Thursday,9,2021-11,0.7125,Positive
2440,2021-11-17 19:11:00,6866799854111207424,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6866799854526439424,"Sapa does not have to be your portion. 

You can get amazing returns when you choose the right investment type and make the right choices.

Send an email to StartWithZero@stanbicibtc.com to open a stockbroking account with zero naira!

#ITCANBE
#StartWithZero
#Stocks
",430.0,4.19,18.0,6.0,2.0,0.0,2.33,10.0,Wednesday,19,2021-11,0.29285714285714287,Positive
2441,2021-11-17 16:53:00,6866765226168090624,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6866765226763673600,"A Will is one of the most important documents to have in place, as it allows you to communicate your wishes clearly and ensures that the people you love are taken care of and protected when you’re gone.

Visit https://lnkd.in/d2xJG9C and click on ‘Enquiries’ to get started. 

#WealthWednesday 
#ITCANBE
",458.0,5.68,26.0,2.0,0.0,0.0,5.24,24.0,Wednesday,16,2021-11,0.375,Positive
2442,2021-11-17 12:08:00,6866693559106473984,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6866693559475560448,"Stanbic IBTC is immensely proud to have won a total of six (6) awards at the coveted 2021 FMDQ Gold Awards. 

Thank you for pushing us to make dreams possible. 

#ITCANBE.

",998.0,4.11,41.0,19.0,1.0,2.0,1.9,19.0,Wednesday,12,2021-11,0.26666666666666666,Positive
2443,2021-11-17 10:30:00,6866668931143282688,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6866668933638864896,"In three days, we will be walking virtually #Together4ALimb.

Walking #VirtualT4AL2021 will help change Yusuf’s story for the better. 

Join us as we walk virtually via our #Together4ALimb web app https://lnkd.in/dW3s6ZS to stand a chance to win a surprise from us.

#ITCANBE
T&Cs apply



",326.0,1.84,6.0,2.0,0.0,0.0,1.23,4.0,Wednesday,10,2021-11,0.65,Positive
2444,2021-11-17 08:54:00,6866644574429872128,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6866644575079989248,"In three days, we will be walking virtually #Together4ALimb Walking #VirtualT4AL2021 will help change Yusuf’s story for the better. 

Join us as we walk virtually via our #Together4ALimb web app https://lnkd.in/dW3s6ZS to stand a chance to win a surprise from us.

#ITCANBE

T&Cs apply


",0.0,0.0,,,,,,0.0,Wednesday,8,2021-11,0.65,Positive
2445,2021-11-16 10:02:00,6866299295553904640,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6866299296204038144,"We are in the business of helping people fulfil their dreams and that’s what how we helped Peace with the Stanbic IBTC Scholarship University in 2020. 
Would you want to be like Peace? 
Then visit this link https://lnkd.in/dwBrjGMq to apply. 
Terms and Conditions apply.

#StanbicIBTCScholarship
#ITCANBE

",1868.0,3.53,66.0,20.0,2.0,0.0,2.36,44.0,Tuesday,10,2021-11,0.0,Neutral
2446,2021-11-16 08:21:00,6866273993582809088,Post,Video,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6866273993582809088,"#Throwback  to when we walked #Together4ALimb to create awareness for children living with limb loss. 
You too can make it a date with us, this year, by completing a 36KM walk in six days. 
Click here https://lnkd.in/dW3s6ZS
to start walking. 

#TuesdayThoughts
#VirtualT4AL2021
#ITCANBE
",2760.0,2.28,63.0,38.0,0.0,0.0,0.91,25.0,Tuesday,8,2021-11,0.0,Neutral
2447,2021-11-16 08:05:00,6866270003260383232,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6866270003633688577,"What better way to say thank you to bae than with a vacation?

Get 10% discount when you present your Stanbic IBTC e-loyalty card at La Campagne Tropicana.

To view available services visit https://lnkd.in/dRkhhKJa

#ITCANBE


",246.0,2.44,6.0,3.0,0.0,0.0,1.22,3.0,Tuesday,8,2021-11,0.3,Positive
2448,2021-11-15 18:21:00,6866062488572567552,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6866062489113649152,"Trade stocks the faster and smarter way. 
It's free to get started and we are here to help.
Send an email to StartWithZero@stanbicibtc.com to open a stockbroking account with zero naira!

#ITCANBE
#StartWithZero
#Stocks

",256.0,1.95,5.0,4.0,0.0,0.0,0.39,1.0,Monday,18,2021-11,0.2,Positive
2449,2021-11-15 16:11:00,6866029775106953216,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6866029775652220928,"The news that the ship carrying Emeka’s containers sank, has made him go into days of mourning, calculating his loss. 😥 

But with us by your side, nothing ends in premium tears because we have got the best insurance deals for you. 😉 

Visit www.linktr.ee/StanbicIBTC and click ‘Let’s help you get the best insurance deals’ to begin.

#ITCANBE
",537.0,2.23,12.0,8.0,0.0,0.0,0.74,4.0,Monday,16,2021-11,1.0,Positive
2450,2021-11-15 14:16:00,6866000932275015680,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6866000932837060609,"On Wednesday, 60 lucky customers won N100,000 each in the Stanbic IBTC #Reward4Saving October draws in 6 different regions!
 
Next month could be your turn, all you need to do is deposit N5000 in a new or existing Stanbic IBTC savings account or @easewallet to qualify. 

Very easy, right? 
 
Read terms and conditions here: https://lnkd.in/d4SUcRik

#ITCANBE",1293.0,7.19,93.0,16.0,0.0,0.0,5.96,77.0,Monday,14,2021-11,0.2197907647907648,Positive
2451,2021-11-15 13:18:00,6865986234854981632,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6865986235240857600,"Atinuke’s defect has made fitting into school difficult. 
Join us as we walk #VirtualT4AL2021 for all the children with limb loss.

Visit our  #Together4ALimb web app here - Together For A Limb   to start walking virtually and a  stand a chance to win a surprise from us.

#ITCANBE
T&Cs apply



",206.0,2.43,5.0,2.0,0.0,0.0,1.46,3.0,Monday,13,2021-11,0.26666666666666666,Positive
2452,2021-11-15 11:25:00,6865957873034256384,Post,Video, ,https://linkedin.com/feed/update/urn:li:ugcPost:6865957873034256384,"Guess what!
It's that time of the year when we walk to raise awareness for those with limb loss and we are geared up and ready to go. 
To join us, sign up here - https://lnkd.in/gYfT425e and start taking steps that matter.

#VirtualT4AL2021
#ITCANBE",3160.0,4.56,144.0,44.0,1.0,1.0,3.1,98.0,Monday,11,2021-11,0.2,Positive
2453,2021-11-15 09:01:00,6865921565591130112,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6865921566094446592,"Life - The best gift one can ever receive!
Stay happy and watch your desires come to life, one day at a time. 🤗

#PowerUpMonday
#MotivationMonday
#ITCANBE
",675.0,4.59,31.0,16.0,0.0,0.0,2.22,15.0,Monday,9,2021-11,0.9,Positive
2454,2021-11-14 15:05:00,6865650792959893504,Post,Video,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6865650792959893504,"Do you need a new apple device? 

Then walk into an iStore and present your e-loyalty card to enjoy 10% discount on your purchase.
Visit www.myistore.com.ng to view available products.

#ITCANBE
",841.0,1.55,13.0,3.0,0.0,0.0,1.19,10.0,Sunday,15,2021-11,0.2340909090909091,Positive
2455,2021-11-14 13:25:00,6865625608655794176,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6865625609033289728,"Don’t say we didn’t tell you on time!

Send an email to stockbroking@stanbicibtc.com for more information.

#ITCANBE

",602.0,2.16,13.0,6.0,0.0,0.0,1.16,7.0,Sunday,13,2021-11,0.5,Positive
2456,2021-11-14 08:14:00,6865547340002942976,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6865547340590153728,"In celebration of #WorldDiabetesDay, we encourage you to take necessary steps to reduce your chances of being diabetic.

#ITCANBE
",476.0,2.31,11.0,8.0,0.0,0.0,0.63,3.0,Sunday,8,2021-11,0.0,Neutral
2457,2021-11-13 18:24:00,6865338463902806016,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6865338464330629121,"The Stanbic IBTC Shari’ah Fixed Income Fund aims to provide ethically minded investors with competitive returns by investing in quality Shariah compliant securities such as Sukuks and other eligible fixed term contracts. 

Interested?

Visit www.linktr.ee/StanbicIBTC and click on ‘Want to know more about our various investment options’ to begin.

#NeverStopInvesting
#ITCANBE
",601.0,3.66,22.0,7.0,1.0,1.0,2.16,13.0,Saturday,18,2021-11,0.128125,Positive
2458,2021-11-13 14:47:00,6865283877359890432,Post,Video,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6865283877359890432,"One click does it all!

Here is how to access all your account on the Stanbic IBTC Super App seamlessly.

#ITCANBE
",308.0,0.97,3.0,1.0,0.0,0.0,0.65,2.0,Saturday,14,2021-11,0.21666666666666667,Positive
2459,2021-11-13 13:23:00,6865262850756100096,Post,Text, ,https://linkedin.com/feed/update/urn:li:activity:6865262851133603840,,213.0,14.55,31.0,2.0,0.0,0.0,13.62,29.0,Saturday,13,2021-11,0.0,Neutral
2460,2021-11-13 07:58:00,6865180925886517248,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6865180926415003648,"Electric cars are the future, and Autogas powered cars are a step on the path to that future. 
Learn more with some tidbits from our webinar -  Working Towards Net Zero Emissions.
Watch the replay here - https://lnkd.in/dS-zU4ER

#WorkingtowardsNetZeroEmissions
#SustainabilitywithStanbicIBTC
#ITCANBE

",311.0,2.25,7.0,3.0,0.0,0.0,1.29,4.0,Saturday,7,2021-11,0.125,Positive
2461,2021-11-13 07:56:00,6865180424696557568,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6865180425149526016,"We do it again this year! 💪🏾

Sign up now on https://lnkd.in/gYfT425e and start taking steps that matter.

#Together4ALimb
#VirtualT4AL2021
#ITCANBE

",950.0,7.16,68.0,5.0,0.0,0.0,6.63,63.0,Saturday,7,2021-11,0.0,Neutral
2462,2021-11-12 18:10:00,6864972568303144961,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864972568730968064,"Hi @ifeanyi_ubah12345, cheers to more years of being your number one financial partner. 🥂

We will always be here for you! 💙

#ITCANBE
",516.0,2.33,12.0,4.0,0.0,0.0,1.55,8.0,Friday,18,2021-11,0.25,Positive
2463,2021-11-12 18:05:00,6864971312432082944,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864971312830529536,"
'Life no get duplicate' isn't just a saying but a reality. 

The time to get life insurance is now! 

Join us on Wednesday, 24 November 2021 by 2PM, as we talk about the importance of having life insurance and much more. 

#ITCANBE 
",467.0,4.28,20.0,11.0,1.0,0.0,1.71,8.0,Friday,18,2021-11,0.5,Positive
2464,2021-11-12 15:15:00,6864928519256862720,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864928519705653248,"The latest DiSEPers are in town! 🥁

That's not all, they are currently being groomed to become digital giants.

​You too can be a part of this, turn on your notifications and stay glued for more information about the next set. 

#ITCANBE


",775.0,4.26,33.0,14.0,0.0,0.0,2.45,19.0,Friday,15,2021-11,0.225,Positive
2465,2021-11-12 12:44:00,6864890659677995008,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864890660143538176,"'With our clients as the focus and center of this partnership, we are building a platform and payment system to support our customers and their targeted ecosystem across Africa.""

#ITCANBE",363.0,3.31,12.0,4.0,0.0,0.0,2.2,8.0,Friday,12,2021-11,-0.1,Negative
2466,2021-11-12 12:00:00,6864879481841033216,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864879482285645824,"Don’t assume anything, write it down.
It’s the least you can do for your loved ones.
Visit https://lnkd.in/d6NGk_a  and click on ’Enquiries’ to get started.",321.0,1.87,6.0,4.0,0.0,0.0,0.62,2.0,Friday,12,2021-11,0.08148148148148145,Positive
2467,2021-11-12 09:58:00,6864848826767831040,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864848827212423168,"We move again this year!
🖐🏽 if you will be joining us to walk this year. 

Sign up now on https://lnkd.in/gYfT425e and start taking steps that matter.

#Together4ALimb
#VirtualT4AL2021
#ITCANBE

",268.0,2.24,6.0,2.0,0.0,0.0,1.49,4.0,Friday,9,2021-11,0.0,Neutral
2468,2021-11-12 09:00:00,6864834153217572864,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864834153586688001,"We go again this year!
 👋 you will be joining us to walk this year. 
Sign up now on https://lnkd.in/gYfT425e and start taking steps that matter.

#Together4ALimb
#VirtualT4AL2021
#ITCANBE

",0.0,0.0,,,,,,0.0,Friday,9,2021-11,0.0,Neutral
2469,2021-11-11 14:05:00,6864548594188337152,Post,Photo, ,https://linkedin.com/feed/update/urn:li:activity:6864548594804895744,"Looking for a smart way to make more money? 

Invest in stocks!

Send an email to StartWithZero@stanbicibtc.com to open a stockbroking account with zero naira!

#ITCANBE
#StartWithZero
#Stocks
",346.0,3.18,11.0,3.0,0.0,0.0,2.31,8.0,Thursday,14,2021-11,0.27976190476190477,Positive
2470,2021-11-11 11:07:00,6864503739563163648,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864503740150386688,"60 more winners were rewarded yesterday at the Stanbic IBTC #Reward4Saving October Live Draw. 
Present at the draw were Stanbic IBTC Executives, Representatives from the Advertising Practitioners Council of Nigeria (APCON) and the National Lottery Regulatory Commission (NLRC).
 #ITCANBE",2180.0,18.26,398.0,25.0,0.0,0.0,17.11,373.0,Thursday,11,2021-11,0.21212121212121213,Positive
2471,2021-11-11 10:40:00,6864496920392433664,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864496921101246464,"
Investment opportunities and appetite on the continent seems to be on the increase from an Environmental, Social and Corporate Governance (ESG) perspective, as there is continued emphasis on sustainability and equal opportunities. 

Muyiwa Oni, Regional Head, Equity Research, West Africa at Standard Bank Group shared these thoughts and more at the Nigeria-South Africa Chamber of Commerce (NSACC) September webinar. 

Here are the highlights

Click here to watch the replay of the webinar: https://lnkd.in/d6-6pJGd

#NSACC
#AfCFTA
#ITCANBE

",308.0,3.25,10.0,2.0,0.0,0.0,2.6,8.0,Thursday,10,2021-11,0.10666666666666666,Positive
2472,2021-11-11 09:18:00,6864476319292366848,Post,Video, ,https://linkedin.com/feed/update/urn:li:ugcPost:6864476319292366848,"Why wait till you are old and grey before you start planning for retirement when you can begin today with a trusted Pension Manager like us.  😎 

#Throwback to what went down at our Pension MythBusters event.

Visit this link to watch the replay -https://lnkd.in/djs_FudX

#ITCANBE
",2106.0,2.14,45.0,24.0,0.0,0.0,1.0,21.0,Thursday,9,2021-11,-0.035185185185185194,Negative
2473,2021-11-10 18:23:00,6864251051378266112,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864251051839639553,"Staying cybersmart in these times is a necessity. 
Incase you missed it, here are some highlights from our Cybersecurity webinar for you.
Visit this link to watch the replay - https://lnkd.in/d3v8ThJc

#Cybersecurity 
#ITCANBE

",348.0,1.44,5.0,4.0,0.0,0.0,0.29,1.0,Wednesday,18,2021-11,0.0,Neutral
2474,2021-11-10 17:13:00,6864233440305381376,Post,Photo,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6864233440783544321,"Six years down the line and we are set to raise awareness for people with limb loss again. 
This year, we will be walking virtually for people living with limb loss. Join us to make impact by signing up on https://lnkd.in/gYfT425e 

#Together4ALimb
#VirtualT4AL2021
#ITCANBE
",367.0,1.91,7.0,2.0,0.0,0.0,1.36,5.0,Wednesday,17,2021-11,-0.15555555555555559,Negative
