,Date,Post ID,Content Type,Sent by,Post,Impressions,Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Likes,Comments,Shares,Click-Through Rate,Other Post Clicks,Post Clicks (All),Post Photo View Clicks,Negative Feedback,Engaged Users,Engaged Fans,Users Talking About This,Unique Reactions,Unique Comments,Unique Shares,Unique Answers,Unique Post Clicks,Unique Post Photo View Clicks,Unique Other Post Clicks,Unique Negative Feedback,Weekday,Time,Positive Reactions,Negative Reactions,year_month,Sentiment,Sentiment_Label
169,2020-06-21 19:34:00,253788558082460_2815866258541331,Photo,Aramide Salami,"We celebrate our Head of Human Capital, Olufunke Amobi on being named as a recipient of the platinum top 10 and the top 50 career influencer awards presented by The Workbooth Magazine. We are proud of you.",1468.0,21563.0,1.77,3.77,812,262.0,115.0,9.0,0.0,418,418.0,115,2.0,601,365,322,267,78.0,9.0,0.0,349,107,259,2.0,Sunday,19,270.0,0.0,2020-06,0.45,Positive
170,2022-12-14 11:40:00,253788558082460_5431369426990988,Photo,Damilare Oyekanmi,"The winners of our #Reward4Saving November draw will be celebrating Christmas in style! 💃🏾🕺🏾
You too can enjoy the benefit of saving by depositing the sum of N10,000 in a savings account or @easewallet for 30 days.
#ITCANBE",1449.0,21556.0,1.73,5.76,"1,242",109.0,57.0,0.0,0.0,"1,071",1071.0,261,2.0,867,791,143,114,39.0,0.0,0.0,797,258,584,2.0,Wednesday,11,114.0,0.0,2022-12,0.4,Positive
171,2020-03-22 20:15:00,253788558082460_2607565932704699,Photo, ,"Here's a splash of love for everyone! Join the Stanbic IBTC #EasterLoveGeng and win a N10,000 shopping voucher.

Dial *909*30# to get started.

#StanbicIBTCGeng #909FanGeng #Geng #Easter",2509.0,21459.0,2.71,6.14,"1,317",588.0,99.0,46.0,0.0,568,568.0,159,3.0,972,917,630,595,75.0,42.0,0.0,469,154,350,3.0,Sunday,20,604.0,0.0,2020-03,0.7125,Positive
172,2020-01-25 19:00:00,253788558082460_2493752584086035,Photo,Aramide Salami,Share with us. What would you say is the maximum amount to spend on an engagement ring? 💍 💍 💍 #WeddingStories,2112.0,21375.0,3.22,7.03,"1,502",423.0,114.0,21.0,0.0,936,936.0,191,1.0,"1,115","1,034",494,431,66.0,16.0,0.0,709,187,585,1.0,Saturday,19,430.0,1.0,2020-01,0.0,Neutral
173,2023-02-14 10:44:00,253788558082460_5614303132030949,Link, ,,1744.0,21359.0,66.4,6.66,"1,423",868.0,124.0,1.0,0.0,423,423.0,32,2.0,"1,196",347,878,866,119.0,0.0,0.0,361,32,334,2.0,Tuesday,10,875.0,0.0,2023-02,0.0,Neutral
174,2019-07-01 10:24:00,253788558082460_2098402673621030,Photo, ,"#NaijaMotivation
Use your challenges as a spring board to your future success.",1826.0,21252.0,3.01,2.66,566,198.0,31.0,23.0,0.0,305,305.0,152,0.0,436,360,222,204,21.0,22.0,0.0,259,151,134,0.0,Monday,10,207.0,0.0,2019-07,0.15,Positive
175,2017-09-08 10:05:00,253788558082460_1276001872527785,Photo, ,"What has many keys, but can’t even open a single door?",1936.0,21239.0,1.6,11.15,"2,369",268.0,214.0,13.0,0.0,"1,871",1871.0,557,3.0,"1,418","1,337",418,268,156.0,11.0,0.0,"1,185",443,"1,029",3.0,Friday,10,271.0,0.0,2017-09,0.14285714285714288,Positive
176,2019-10-29 20:58:00,253788558082460_2312995832161712,Photo,Sophia Amuka,"Mark your calendars, an easier way is coming! #AtEase",1281.0,21223.0,1.95,2.65,562,151.0,57.0,21.0,0.0,329,329.0,93,1.0,420,384,185,155,34.0,20.0,0.0,281,91,217,1.0,Tuesday,20,155.0,0.0,2019-10,0.0,Neutral
177,2019-08-11 12:00:00,253788558082460_2167409723386991,Photo, ,"#PersonalFinanceTip.
Unplanned expenses can leave your pockets empty. 
To make your money do more, you can set up a direct debit from your account to invest in Stanbic IBTC mutual funds. #NeverStopInvesting",1524.0,21204.0,8.92,3.87,820,255.0,45.0,28.0,0.0,484,484.0,176,1.0,647,378,281,250,23.0,26.0,0.0,417,176,276,1.0,Sunday,12,263.0,0.0,2019-08,0.16666666666666666,Positive
178,2018-01-04 13:00:00,253788558082460_1383505555110749,Photo, ,What 9 letter word can you create out of the word “Resolution”?,1003.0,21112.0,1.4,10.38,"2,191",169.0,126.0,10.0,0.0,"1,884",1884.0,377,4.0,"1,514","1,428",251,169,80.0,10.0,0.0,"1,368",314,"1,245",4.0,Thursday,13,171.0,0.0,2018-01,0.0,Neutral
179,2019-06-26 12:43:00,253788558082460_2090068024454495,Photo, ,"If you’re an existing investor in the Stanbic IBTC Mutual Funds, then you’ve probably heard about the recent changes to our top up process. Here’s a summary of the new ways to top up your investment.

For more information, kindly send an email to mutualfunds@stanbicibtc.com #WealthWednesday",907.0,21072.0,1.76,2.57,542,107.0,16.0,19.0,0.0,397,397.0,175,2.0,431,389,132,108,11.0,19.0,0.0,333,172,186,2.0,Wednesday,12,110.0,0.0,2019-06,0.37272727272727274,Positive
180,2019-06-26 12:43:00,253788558082460_2090067007787930,Photo, ,,1276.0,21072.0,1.8,2.57,541,107.0,16.0,19.0,0.0,396,396.0,174,2.0,430,387,132,108,11.0,19.0,0.0,331,171,186,2.0,Wednesday,12,110.0,0.0,2019-06,0.0,Neutral
181,2023-04-13 17:03:00,253788558082460_5792396964221564,Photo,Sophia Amuka,"During the Easter weekend, some of our own gave us a thrilling display of horsemanship at the Lagos Polo Club Easter Cup tournaments. As sponsors of the tournaments, we were pleased to see our team in action outside the confines of the office. Swipe to see exciting shots of Muyiwa Oni, Head Equity Research, West Africa, Standard Bank Group; Tola Akinhanmi, Head, Real Estate Finance, Stanbic IBTC Capital and Abayomi Makinde, Head, Tax Management, Stanbic IBTC Holdings Plc.
#ITCANBE",1443.0,21038.0,1.94,2.41,506,81.0,21.0,2.0,0.0,399,399.0,177,0.0,292,154,95,84,12.0,1.0,0.0,229,177,173,0.0,Thursday,17,83.0,1.0,2023-04,0.24375000000000002,Positive
182,2019-07-25 10:38:00,253788558082460_2138409812953649,Photo, ,"Kudos to the Blue Women's Network, in conjunction with Junior Achievement Nigeria for teaching and empowering the next generation of women to be the best version of themselves.  #BWNat5 #IAMJAN #ThrowbackThursday",1068.0,21022.0,1.97,4.11,863,198.0,11.0,20.0,0.0,628,628.0,437,3.0,714,581,212,194,9.0,19.0,0.0,533,444,147,3.0,Thursday,10,204.0,0.0,2019-07,0.3333333333333333,Positive
183,2017-12-07 10:00:00,253788558082460_1357359917725313,Photo, ,N5000 can give  the gift of a lifetime this Christmas season. Do you agree?,1306.0,21015.0,2.37,6.31,"1,325",393.0,117.0,22.0,0.0,787,787.0,276,1.0,918,832,464,395,104.0,21.0,0.0,603,245,429,1.0,Thursday,10,399.0,0.0,2017-12,0.0,Neutral
184,2020-04-04 11:46:00,253788558082460_2633842286743730,Photo, ,"If you carry out transactions using the Stanbic IBTC Mobile App and USSD, we have good news for you!

To help relieve financial transaction constraints during this period, your first five (5) transfers via our digital platforms (Mobile App, USSD and internet banking) will be free. This is to help ease your financial burden during this Covid-19 pandemic.

Offer valid from April 1st - 30th. Please note that this relief will come by way of refunds.",1269.0,20804.0,4.57,4.6,958,465.0,30.0,31.0,0.0,414,414.0,132,2.0,819,783,492,470,30.0,20.0,0.0,375,130,265,2.0,Saturday,11,483.0,0.0,2020-04,0.25416666666666665,Positive
185,2019-07-17 15:00:00,253788558082460_2125303094264321,Photo, ,"Good luck to the team. Soar high and keep the fighting spirit
#GoNaija #TUNNGA",1523.0,20698.0,3.15,2.42,501,132.0,24.0,6.0,0.0,337,337.0,114,1.0,429,402,158,134,24.0,6.0,0.0,303,117,223,1.0,Wednesday,15,134.0,0.0,2019-07,0.43,Positive
186,2019-05-09 11:25:00,253788558082460_2009350829192882,Photo,Aramide Salami,"At the media launch of Stanbic IBTC ""Retire Well Plan"" also known as the Micro-Pension plan.  #RetireWell #GamePlan #MovingForward",1532.0,20697.0,1.96,5.19,"1,074",228.0,28.0,26.0,0.0,789,789.0,478,0.0,794,564,243,217,19.0,17.0,0.0,593,449,224,0.0,Thursday,11,231.0,0.0,2019-05,0.0,Neutral
187,2019-04-23 16:21:00,253788558082460_1985737734887525,Photo, ,The FGN Bonds is for everyone. Call 01 422 0004 or email stockbroking@stanbicibtc.com to learn more.,1362.0,20695.0,2.64,2.73,566,144.0,68.0,25.0,0.0,326,326.0,71,1.0,415,372,182,143,29.0,21.0,0.0,275,68,223,1.0,Tuesday,16,147.0,0.0,2019-04,0.5,Positive
188,2018-08-14 17:02:00,253788558082460_1646287185499250,Photo, ,What is it called in your native language?,1445.0,20687.0,5.67,13.55,"2,804",262.0,294.0,38.0,0.0,"2,205",2205.0,361,0.0,"1,912","1,133",473,259,251.0,32.0,0.0,"1,768",320,"1,628",0.0,Tuesday,17,267.0,0.0,2018-08,0.0,Neutral
189,2018-01-10 15:08:00,253788558082460_1389840941143877,Photo, ,"Hello peeps, welcome to 2018 and may this be your best year yet. #WealthWednesday",1301.0,20654.0,3.31,5.77,"1,191",553.0,116.0,28.0,0.0,488,488.0,206,2.0,887,772,628,559,104.0,26.0,0.0,413,192,252,2.0,Wednesday,15,559.0,0.0,2018-01,0.9,Positive
190,2021-10-24 12:00:00,253788558082460_4188453561282587,Photo, ,"Super Sunday clash as Klopp and the Kop visit the Ole’s Red Devils at Old Trafford.⚽ 
Can you predict which way this game will go?
#ITCANBE",1730.0,20606.0,1.91,4.99,"1,029",146.0,236.0,4.0,0.0,636,636.0,42,2.0,656,599,313,153,224.0,4.0,0.0,560,42,548,2.0,Sunday,12,153.0,0.0,2021-10,0.008333333333333331,Positive
191,2020-04-27 21:00:00,253788558082460_2686512241476734,Photo,Aramide Salami,Invest in the FGN Bonds with peace of mind and get great returns on your investment. Send an email to stockbroking@stanbicibtc.com to learn more.,1827.0,20547.0,2.96,3.36,691,157.0,80.0,6.0,0.0,445,445.0,113,1.0,378,366,53,3,46.0,5.0,0.0,362,111,285,1.0,Monday,21,160.0,0.0,2020-04,0.65,Positive
192,2020-07-17 17:00:00,253788558082460_2882501081877848,Photo, ,Open an @ease wallet #LikeAHero with the Super App.  Your account number is your phone number without the first zero. Download the super app here - http://onelink.to/stanbicibtcapp #ItCanBe,2211.0,20452.0,3.35,3.05,624,139.0,71.0,7.0,0.15,376,406.0,84,1.0,406,377,181,140,34.0,7.0,0.0,263,85,182,1.0,Friday,17,140.0,0.0,2020-07,0.22916666666666663,Positive
193,2020-05-15 13:00:00,253788558082460_2725561497571808,Photo, ,"With the Central Bank of Nigeria COVID-19 intervention, individuals and SMEs can now purchase FX for their valid transactions including essential imports and school fees. Call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com for more details.",1907.0,20419.0,2.73,2.69,550,236.0,20.0,5.0,0.0,282,282.0,112,0.0,485,457,255,243,12.0,5.0,0.0,250,109,157,0.0,Friday,13,243.0,0.0,2020-05,0.16666666666666666,Positive
194,2019-09-15 12:00:00,253788558082460_2228595983935031,Photo, ,We are in the business of moving people like Happiness forward through #Together4ALimb -  our corporate social investment initiative,1274.0,20386.0,3.06,2.51,511,136.0,25.0,17.0,0.0,331,331.0,134,1.0,401,353,164,138,18.0,17.0,0.0,263,134,177,1.0,Sunday,12,138.0,0.0,2019-09,0.24444444444444444,Positive
195,2020-07-02 15:00:00,253788558082460_2843453705782586,Photo, ,Share with us what lessons your parents taught you about money. #NewSchoolMoney #ItCanBe,1625.0,20343.0,2.95,4.27,868,294.0,85.0,6.0,0.0,473,473.0,139,1.0,636,601,333,301,36.0,6.0,0.0,355,139,252,1.0,Thursday,15,303.0,1.0,2020-07,0.0,Neutral
196,2018-08-09 21:01:00,253788558082460_1638202186307750,Photo, ,"With just 5000 Naira, you can earn passive income and grow your income. Call 01 280 5595 or email assetmanagement@stanbicibtc.com for more details.",1516.0,20314.0,2.84,6.31,"1,282",141.0,286.0,23.0,0.0,831,831.0,269,2.0,657,551,248,141,110.0,18.0,0.0,543,192,436,2.0,Thursday,21,142.0,0.0,2018-08,0.5,Positive
197,2019-06-01 10:24:00,253788558082460_2046502725477692,Photo, ,May this new month mark the beginning of good things for you and yours.,3323.0,20312.0,1.96,3.71,754,372.0,53.0,36.0,0.0,287,287.0,135,0.0,609,489,425,375,51.0,32.0,0.0,258,134,136,0.0,Saturday,10,378.0,0.0,2019-06,0.41818181818181815,Positive
198,2020-06-12 17:00:00,253788558082460_2793257190802238,Photo, ,"Did you miss the Blue Talks webinar series on the impact of COVID-19 pandemic on corporates? To watch the series, click here - https://www.youtube.com/watch?v=1vyB5igYPyg&list=PLWrez3Z23FIlswCkH1B8b7LwLGw0zL9XH",1479.0,20299.0,2.57,2.45,498,251.0,29.0,1.0,0.06,204,216.0,79,1.0,418,407,271,252,13.0,1.0,0.0,164,80,89,1.0,Friday,17,252.0,0.0,2020-06,0.0,Neutral
199,2020-04-14 18:19:00,253788558082460_2655478044580154,Text, ,"Do you think saving for your future is important? #HappenToLife
A. Yes of course 👍
B. Which future, I’m hungry today 
C. I don’t know 😕",1354.0,20273.0,1.62,4.68,949,251.0,165.0,4.0,0.0,524,524.0,8,0.0,664,615,354,253,156.0,4.0,0.0,478,3,475,0.0,Tuesday,18,256.0,0.0,2020-04,0.13333333333333333,Positive
200,2020-04-04 17:00:00,253788558082460_2634332730028019,Photo, ,"We have some good news for you!

To help ease your financial burden during this Covid-19 pandemic,

you will not be charged for the Merchant Settlement Charge (MSC) for the next two weeks if you accept payment using Stanbic IBTC POS.

 

 

Offer valid from April 1st - 14th. Please note that this relief will come by way of refunds.",1537.0,20238.0,2.73,4.85,982,464.0,38.0,31.0,0.0,428,428.0,135,1.0,781,749,497,481,35.0,21.0,0.0,368,133,265,1.0,Saturday,17,485.0,0.0,2020-04,0.2916666666666667,Positive
201,2019-05-08 10:00:00,253788558082460_2007789909348974,Photo, ,"To win, you need a solid game plan- that's what we have to offer. Stay with us for more information",1272.0,20213.0,3.77,2.57,520,159.0,32.0,9.0,0.0,319,319.0,112,1.0,404,366,187,159,25.0,9.0,0.0,256,99,186,1.0,Wednesday,10,160.0,0.0,2019-05,0.225,Positive
202,2020-03-03 21:00:00,253788558082460_2568530866608206,Photo, ,"With just N5 000, you can start your journey to being wealthy. Invest in FGN Savings Bonds 
Call 01 422 0004 or email stockbroking@stanbicibtc.com for more details.",1245.0,20189.0,4.74,6.92,"1,397",456.0,154.0,21.0,0.0,762,762.0,189,0.0,"1,048",945,520,447,72.0,20.0,0.0,628,185,490,0.0,Tuesday,21,460.0,0.0,2020-03,0.5,Positive
203,2020-03-26 10:00:00,253788558082460_2615072305287395,Photo, ,Stay connected all day long! Buy data with *909*8# now!,1877.0,20186.0,2.72,6.61,"1,334",804.0,66.0,55.0,0.0,394,394.0,153,2.0,"1,071","1,008",832,810,61.0,42.0,0.0,336,150,208,2.0,Thursday,10,818.0,1.0,2020-03,-0.078125,Negative
204,2020-07-12 12:00:00,253788558082460_2868449423283014,Photo, ,"Transfer money to your loved ones with ease with *909#. 
#ItCanBe",1161.0,20168.0,2.93,3.21,648,149.0,89.0,7.0,0.0,397,397.0,111,1.0,402,371,187,153,39.0,7.0,0.0,255,110,174,1.0,Sunday,12,154.0,1.0,2020-07,0.7,Positive
205,2020-06-08 17:39:00,253788558082460_2783519815109309,Photo, ,We are available to serve. You can visit our website https://www.stanbicibtcbank.com/ or click here https://bit.ly/StanbicIBTCListofBranchesOpen to view the list of branches closest to you. Please remember to wear your face mask and maintain social distancing in the banking hall.,2794.0,19987.0,3.15,3.03,605,235.0,14.0,8.0,0.34,271,342.0,97,1.0,499,470,252,239,10.0,7.0,0.0,276,93,138,1.0,Monday,17,240.0,1.0,2020-06,0.21666666666666667,Positive
206,2020-02-11 21:00:00,253788558082460_2526231980838095,Photo, ,"Get financing for your Inverters, Generators and Vehicles from us today. Talk to us on 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com to know more.",1575.0,19902.0,2.92,5.03,"1,002",394.0,78.0,16.0,0.0,509,509.0,152,1.0,791,747,439,396,42.0,15.0,0.0,429,154,313,1.0,Tuesday,21,399.0,0.0,2020-02,0.5,Positive
207,2019-07-29 22:00:00,253788558082460_2146039585524005,Photo, ,"There’s a myth that investing for tomorrow leaves you with a big hole in your pocket today. The truth is, it creates a bigger pocket.
Invest in our mutual funds with just N5,000. 
#PersonalFinanceTip",1143.0,19877.0,8.57,3.19,635,142.0,48.0,36.0,0.0,406,406.0,103,0.0,461,384,166,139,24.0,28.0,0.0,327,99,270,0.0,Monday,22,145.0,0.0,2019-07,0.0,Neutral
208,2020-05-14 13:00:00,253788558082460_2723240577803900,Photo, ,"In a bid to serve you better and also play our part in reducing the spread of COVID-19 virus, we would like to remind you to “Go Digital” as this aligns with the principles of staying safe by maintaining social distance.",1783.0,19860.0,2.3,2.99,593,277.0,22.0,13.0,0.0,276,276.0,113,3.0,513,481,295,278,12.0,13.0,0.0,245,113,149,3.0,Thursday,13,281.0,1.0,2020-05,0.25833333333333336,Positive
209,2020-03-29 14:08:00,253788558082460_2621776624616963,Photo, ,,1419.0,19843.0,4.86,3.22,639,447.0,33.0,36.0,0.0,110,110.0,0,1.0,516,504,457,445,31.0,28.0,0.0,96,0,96,1.0,Sunday,14,460.0,0.0,2020-03,0.0,Neutral
210,2020-03-31 23:52:00,253788558082460_2626832494111376,Photo, ,"Congratulations to our day 13 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&Cs apply.

Have you washed your hands? Join the Clean Hands Geng and win a N10,000 Voucher! To win, simply do the following:

1) Do a video of yourself washing your hands for 20 seconds with the Stanbic IBTC Geng Tune. Click here  https://bit.ly/SI909GengTune to download the Geng tune.

2) Post on your page using the following hashtags:
#CleanHandsGeng  #StanbicIBTCGeng #909FanGeng #InvestmentClubGeng #SavingsSureGeng #BookwormGeng #EasterLoveGeng",1243.0,19820.0,5.23,4.88,967,324.0,99.0,17.0,0.18,483,520.0,124,0.0,686,625,360,327,81.0,17.0,0.0,423,123,320,0.0,Tuesday,23,331.0,0.0,2020-03,0.36111111111111116,Positive
211,2020-04-06 10:00:00,253788558082460_2637844483010177,Photo,Aramide Salami,Don’t let today’s current state of things stop you from being courageous enough to believe that tomorrow will be better.  #StayStrong #StaySafe #PowerUpMonday #MondayMotivation,441.0,19738.0,4.54,4.34,856,467.0,23.0,19.0,0.0,229,229.0,124,2.0,667,650,497,484,22.0,19.0,0.0,205,122,98,2.0,Monday,10,585.0,0.0,2020-04,0.16666666666666666,Positive
212,2020-04-17 17:00:00,253788558082460_2662011517260140,Photo, ,"As part of our customer relief efforts this period, get your first five transfers done for free using any of our digital channels (*909#, Internet banking and Mobile app).",1097.0,19650.0,3.01,3.52,692,241.0,60.0,16.0,0.0,371,371.0,121,0.0,331,281,54,5,34.0,16.0,0.0,308,117,220,0.0,Friday,17,244.0,1.0,2020-04,0.21666666666666667,Positive
213,2019-03-06 13:19:00,253788558082460_1918922441569055,Photo, ,"What is the worst thing that could happen to your phone?  #WealthWednesday
A. Broken screen  
B. Stolen
C. Fallen into water
D. Damaged Camera",1320.0,19635.0,3.11,5.06,993,116.0,136.0,19.0,0.0,718,718.0,133,3.0,711,681,228,118,130.0,8.0,0.0,625,127,525,3.0,Wednesday,13,118.0,2.0,2019-03,-0.7,Negative
214,2023-02-28 10:39:00,253788558082460_5659475780847017,Photo,Damilare Oyekanmi,"Not sure about that transaction on your account? Here is an easy way to generate your transaction receipt on the mobile app.​

#ITCANBE​",1174.0,19578.0,2.39,4.18,819,147.0,147.0,1.0,0.0,521,521.0,102,2.0,460,392,207,150,73.0,1.0,0.0,327,101,302,2.0,Tuesday,10,148.0,2.0,2023-02,0.09166666666666667,Positive
215,2020-03-21 16:46:00,253788558082460_2605024809625478,Photo, ,"Thank you to our followers and our old and new Geng members! We could not have reached 1,000,000 Facebook fans without you!",1341.0,19519.0,4.1,8.9,"1,738",1004.0,155.0,46.0,0.0,502,502.0,143,1.0,"1,275","1,216","1,028","1,000",101.0,41.0,0.0,440,136,328,1.0,Saturday,16,1035.0,0.0,2020-03,0.1565340909090909,Positive
216,2019-10-17 23:00:00,253788558082460_2288778631250099,Photo, ,Our dedicated personnel are always available to attend to your enquiries and proffer satisfactory resolutions. Speak with us today on 01 422 8855 or email IBenquiries@stanbicibtc.com.,1473.0,19505.0,5.02,2.03,396,103.0,56.0,10.0,0.0,224,224.0,78,0.0,284,256,139,105,29.0,10.0,0.0,177,77,122,0.0,Thursday,23,105.0,1.0,2019-10,0.4,Positive
217,2020-01-14 13:00:00,253788558082460_2472190349575592,Photo, ,How many words do you think you can create? #Trivia,998.0,19454.0,4.71,3.9,759,262.0,45.0,6.0,0.0,442,442.0,100,0.0,623,584,294,263,40.0,6.0,0.0,389,99,326,0.0,Tuesday,13,266.0,0.0,2020-01,0.5,Positive
218,2019-07-19 10:00:00,253788558082460_2128261460635151,Photo, ,"Having us as your pension manager guarantees a retirement of enjoyment.
Speak to us now on 01 271 6000 or send an email to pensionsolution@stanbicibtc.com to #HappenToLife.",6999.0,19412.0,1.29,2.17,422,173.0,19.0,45.0,0.0,182,182.0,71,0.0,333,237,196,164,10.0,42.0,0.0,159,72,98,0.0,Friday,10,176.0,0.0,2019-07,0.0,Neutral
219,2019-05-06 13:00:00,253788558082460_2005047582956540,Photo,Aramide Salami,May all your prayers and devotions be accepted this month! #RamadanMubarak,3221.0,19219.0,2.51,3.85,739,311.0,41.0,33.0,0.0,348,348.0,212,0.0,571,463,348,306,38.0,30.0,0.0,286,191,125,0.0,Monday,13,317.0,0.0,2019-05,0.0,Neutral
220,2019-07-19 13:47:00,253788558082460_2128519433942687,Photo, ,"Are you ready for the Stanbic IBTC Youth Leadership Series Tour experience? The train is on the move to Campuses, Malls and Markets in Enugu state, starting tomorrow and we’re already excited.",1282.0,19071.0,2.11,1.6,306,109.0,12.0,16.0,0.0,169,169.0,72,0.0,260,220,122,108,10.0,16.0,0.0,154,71,92,0.0,Friday,13,109.0,0.0,2019-07,0.19166666666666665,Positive
221,2023-03-11 15:34:00,253788558082460_5696399400487988,Photo,Damilare Oyekanmi,"The lucky winners of our #Reward4Saving February live draw has a lot to celebrate! 💃🏾🕺🏾 And now, you too can experience the benefits of saving by depositing N10,000 in a savings account or @easewallet for just 30 days.  
#ITCANBE",1756.0,19044.0,2.56,11.75,"2,238",112.0,118.0,0.0,0.0,"2,003",2004.0,977,0.0,"1,175",967,181,116,72.0,0.0,0.0,"1,079",923,733,0.0,Saturday,15,116.0,0.0,2023-03,0.2518939393939394,Positive
222,2020-01-31 13:00:00,253788558082460_2504311286363498,Photo, ,"It can be difficult to live in Lagos.
Can 30k sustain you for a month? #NaijaLife",1858.0,19000.0,2.37,6.56,"1,247",415.0,80.0,18.0,0.0,726,726.0,142,1.0,977,900,492,423,65.0,16.0,0.0,569,134,506,1.0,Friday,13,423.0,0.0,2020-01,-0.18181818181818182,Negative
223,2021-08-04 16:25:00,253788558082460_3942588752535737,Photo, ,"Want to know more about the N100bn Stanbic IBTC Infrastructure Fund? Tune in to Smooth FM 98.1 this Thursday at 6:30am as Dolu Olugbenjo, Head, Stanbic IBTC Infrastructure Fund shares details.",1979.0,18965.0,2.93,1.88,357,67.0,48.0,4.0,0.0,235,235.0,18,1.0,200,150,93,69,26.0,4.0,0.0,138,18,135,1.0,Wednesday,16,70.0,0.0,2021-08,0.45,Positive
224,2020-01-11 10:00:00,253788558082460_2465758473552113,Photo, ,"Choose the French football player who 
has never been caught offside throughout his playing career?",1173.0,18897.0,3.07,8.09,"1,528",249.0,119.0,11.0,0.0,"1,146",1146.0,182,1.0,"1,114","1,023",334,245,111.0,11.0,0.0,900,174,835,1.0,Saturday,10,252.0,0.0,2020-01,0.0,Neutral
225,2020-07-10 21:00:00,253788558082460_2864245277036762,Photo, ,"With a N5000 investment in mutual funds, you can start your journey to financial freedom! Call us on 01 280 1266 or send an email to assetmanagement@stanbicibtc.com to get started.
#NeverStopInvesting",2156.0,18868.0,2.69,3.96,748,131.0,43.0,2.0,0.0,564,564.0,116,2.0,504,475,161,138,30.0,2.0,0.0,377,115,291,2.0,Friday,21,137.0,2.0,2020-07,0.0,Neutral
226,2020-03-24 21:00:00,253788558082460_2611794385615187,Photo, ,"No matter your income level, you too can invest in the FGN Savings Bonds. Call 01 422 0004 or email stockbroking@stanbicibtc.com to get started with as little as N5000.",1784.0,18858.0,4.82,7.95,"1,500",702.0,121.0,49.0,0.0,617,617.0,200,0.0,"1,143","1,069",746,713,76.0,47.0,0.0,524,199,362,0.0,Tuesday,21,711.0,2.0,2020-03,-0.1875,Negative
227,2021-12-27 17:00:00,253788558082460_4410592962401978,Text, ,"Has the Stanbic IBTC Super App helped in making transactions easy for you in 2021? 
A. Absolutely! 
B. No, it’s difficult to use",1473.0,18854.0,0.88,6.14,"1,157",107.0,250.0,0.0,0.0,798,798.0,,1.0,605,577,241,108,169.0,0.0,0.0,526,,526,1.0,Monday,17,108.0,1.0,2021-12,0.33888888888888885,Positive
228,2020-03-28 10:00:00,253788558082460_2619299921531300,Photo, ,"Chappal Waddi is a hill in Nigeria and, at 2,419 meters, is the country's highest point. It is located in Taraba State, near the border with Cameroon, in the Gashaka-Gumpti Forest Reserve and Gashaka-Gumpti National Park on the Mambilla Plateau. It is cited as the highest point in sub-Saharan Africa. #NaijaLife",5181.0,18847.0,2.3,5.56,"1,048",545.0,67.0,36.0,0.0,393,393.0,123,0.0,822,741,560,542,63.0,35.0,0.0,349,123,243,0.0,Saturday,10,552.0,0.0,2020-03,0.1,Positive
229,2017-11-10 10:42:00,253788558082460_1331083813686257,Photo, ,"Brainteaser
I know a word of three letters, add two and fewer it will be. What word am I?",1413.0,18818.0,2.55,7.55,"1,421",195.0,78.0,14.0,0.0,"1,131",1131.0,287,8.0,961,883,254,195,68.0,12.0,0.0,816,237,721,7.0,Friday,10,198.0,0.0,2017-11,0.0,Neutral
230,2019-06-05 10:20:00,253788558082460_2053410411453590,Photo, ,We are responsible for our planet and together we can #BeatAirPollution.,1251.0,18795.0,2.0,1.93,362,151.0,21.0,16.0,0.0,173,173.0,83,1.0,308,270,174,150,11.0,16.0,0.0,150,84,78,1.0,Wednesday,10,152.0,0.0,2019-06,0.2,Positive
231,2020-06-19 21:00:00,253788558082460_2810909732370317,Photo, ,"With N5000 you can invest now and get great returns later. Call 01 280 1266 or send an email to assetmanagement@stanbicibtc.com
#NeverStopInvesting",1210.0,18793.0,1.98,5.26,988,140.0,101.0,6.0,0.0,741,741.0,105,1.0,571,538,191,140,50.0,6.0,0.0,438,104,367,1.0,Friday,21,140.0,0.0,2020-06,0.4,Positive
232,2019-05-17 13:00:00,253788558082460_2022290461232252,Photo, ,We're happy to be here at Tarkwa Bay to sensitize the community on staying healthy and preventing malaria. #MovingForward,1476.0,18735.0,31.91,2.6,488,212.0,32.0,7.0,0.0,237,237.0,117,2.0,403,372,241,212,22.0,7.0,0.0,197,114,93,2.0,Friday,13,212.0,0.0,2019-05,0.65,Positive
233,2019-07-01 10:28:00,253788558082460_2098407673620530,Photo, ,Now you have the magic code to do what you need. It doesn’t get any easier than dialing *909#.,2632.0,18717.0,1.14,2.62,490,144.0,42.0,15.0,0.0,289,289.0,116,1.0,397,336,172,144,18.0,15.0,0.0,262,118,157,1.0,Monday,10,144.0,0.0,2019-07,0.5,Positive
